doc_id,ref,sent_index,skill_digit,inference_reason,confidence
special-mission-aviator-ca90ad358d,2.5,41,1,verbs=loads|operates,medium
special-mission-aviator-ca90ad358d,2.5,41,3,verbs=loads|operates,medium
special-mission-aviator-ca90ad358d,2.5,41,5,verbs=loads|operates,medium
special-mission-aviator-ca90ad358d,2.5,42,1,verbs=performs,medium
special-mission-aviator-ca90ad358d,2.5,42,3,verbs=performs,medium
special-mission-aviator-ca90ad358d,2.5,42,5,verbs=performs,medium
special-mission-aviator-ca90ad358d,2.5,43,1,,low
special-mission-aviator-ca90ad358d,2.5,43,3,,low
special-mission-aviator-ca90ad358d,2.5,43,5,,low
special-mission-aviator-ca90ad358d,2.6,44,1,verbs=checks|performs,medium
special-mission-aviator-ca90ad358d,2.6,44,3,verbs=checks|performs,medium
special-mission-aviator-ca90ad358d,2.6,44,5,verbs=checks|performs,medium
special-mission-aviator-ca90ad358d,2.6,45,1,,low
special-mission-aviator-ca90ad358d,2.6,45,3,,low
special-mission-aviator-ca90ad358d,2.6,45,5,,low
special-mission-aviator-ca90ad358d,2.6,46,7,verbs=directs,medium
special-mission-aviator-ca90ad358d,2.6,46,9,verbs=directs,medium
special-mission-aviator-ca90ad358d,2.6,47,1,verbs=operates,medium
special-mission-aviator-ca90ad358d,2.6,47,3,verbs=operates,medium
special-mission-aviator-ca90ad358d,2.6,47,5,verbs=operates,medium
special-mission-aviator-ca90ad358d,2.6,48,1,,low
special-mission-aviator-ca90ad358d,2.6,48,3,,low
special-mission-aviator-ca90ad358d,2.6,48,5,,low
e-mc-130j-acd14fd33b,2.1,0,1,,low
e-mc-130j-acd14fd33b,2.1,0,3,,low
e-mc-130j-acd14fd33b,2.1,0,5,,low
e-mc-130j-acd14fd33b,2.1,1,1,,low
e-mc-130j-acd14fd33b,2.1,1,3,,low
e-mc-130j-acd14fd33b,2.1,1,5,,low
e-mc-130j-acd14fd33b,2.1,2,1,,low
e-mc-130j-acd14fd33b,2.1,2,3,,low
