doc_id,ref,sent_index,text_for_embedding,metadata_json
water-and-fuel-systems-maintenance-b9fb292c31,2.2,7,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Conducts fuel system components and performs pressure testing and maintenance on fuel system piping.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.2"", ""sent_index"": 7, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.2,8,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Performs confined space entries to accomplish system maintenance.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.2"", ""sent_index"": 8, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.2,9,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Solves complex maintenance problems by studying layout drawings, wiring diagrams, and schematics to analyze, isolate and troubleshoot system malfunctions.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.2"", ""sent_index"": 9, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.2,10,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.2 | Skills: 3,5,7] Removes, repairs, and replaces defective components.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.2"", ""sent_index"": 10, ""skill_digits"": [""3"", ""5"", ""7""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.2,11,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.2 | Skills: 1,3,5,7] Installs, modifies, repairs, and maintains a variety of new and existing utility, supply, and disposal systems and equipment such as sewage, water, oil, and gas distribution systems, and water closets, tubs, backflow prevention devices/assemblies, fire sprinkler systems, and showers.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.2"", ""sent_index"": 11, ""skill_digits"": [""1"", ""3"", ""5"", ""7""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.2,12,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.2 | Skills: 1,3,5,7,9] Locates and taps main lines, sets up system routes, places and cuts route openings, places hangers for proper level and slope, and determines and installs valves, traps, and unions as needed for proper operation of a variety of systems and equipment.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.2"", ""sent_index"": 12, ""skill_digits"": [""1"", ""3"", ""5"", ""7"", ""9""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.2,13,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.2 | Skills: 1,3,5] Develops and establishes operation and maintenance procedures to ensure maximum efficiency.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.2"", ""sent_index"": 13, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.3,14,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.3 | Skills: 3,5,7,9] Locates and determines quality and quantity of water sources.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.3"", ""sent_index"": 14, ""skill_digits"": [""3"", ""5"", ""7"", ""9""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.3,15,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.3 | Skills: 5,7,9] Coordinates locations of field latrines and pits with engineering and medical staff.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.3"", ""sent_index"": 15, ""skill_digits"": [""5"", ""7"", ""9""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.3,16,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.3 | Skills: 5,7,9] Analyzes water for chemical and physical characteristics to determine water purification treatment methods.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.3"", ""sent_index"": 16, ""skill_digits"": [""5"", ""7"", ""9""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.3,17,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.3 | Skills: 1,3,5] Installs and operates field potable water treatment equipment.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.3"", ""sent_index"": 17, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.3,18,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.3 | Skills: 1,3,5] Assists with installation, maintenance, and repair of Fuels Mobility Support Equipment (FMSE), Fuels Operational Readiness Capability Equipment (FORCE), and other contingency fueling assets.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.3"", ""sent_index"": 18, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.4,19,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.4 | Skills: 1,3,5] Performs planning activities, quality assurance to include service contracts, and facility surveys.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.4"", ""sent_index"": 19, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.4,20,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.4 | Skills: 1,3,5] Surveys proposed work to determine resource requirements.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.4"", ""sent_index"": 20, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.4,21,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.4 | Skills: 1,3,5] Initiates fuel facility Sustainment, Restoration, and Modernization and Military Construction Projects to include project review, monitoring, and acceptance through Defense Energy Support Center (DESC).","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.4"", ""sent_index"": 21, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.4,22,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.4 | Skills: 1,3,5] Prepares cost estimates and supply procurement for in-service work.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.4"", ""sent_index"": 22, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.4,23,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.4 | Skills: 1,3,5] Applies engineered performance standards to plan and estimate jobs.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.4"", ""sent_index"": 23, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.4,24,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.4 | Skills: 1,3,5] Ensures all planning activities comply with environmental and safety regulations to include hazardous materials.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.4"", ""sent_index"": 24, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.5,25,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.5 | Skills: 1,3,5,7] 2.5. 3E4X1A Fuel Systems Maintenance, Installs, maintains, and repairs aircraft hydrant refueling, bulk storage, and ground product dispensing systems.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.5"", ""sent_index"": 25, ""skill_digits"": [""1"", ""3"", ""5"", ""7""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.5,26,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.5 | Skills: 1,3,5] Operationally inspects fuel system components such as pumps, automatic/manual valves, electrical motors, switches, filtration equipment, and like items for proper operation.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.5"", ""sent_index"": 26, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.5,27,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.5 | Skills: 1,3,5] Performs pressure testing and maintenance on fuel system piping.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.5"", ""sent_index"": 27, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.5,28,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.5 | Skills: 1,3,5,7] Troubleshoots system malfunctions and performs appropriate repairs.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.5"", ""sent_index"": 28, ""skill_digits"": [""1"", ""3"", ""5"", ""7""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.5,29,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.5 | Skills: 1,3,5] Performs internal and external maintenance on above and below ground fuel tanks, to include, cleaning of tank interior.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.5"", ""sent_index"": 29, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.5,30,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.5 | Skills: 1,3,5] Performs confined space entries to accomplish system maintenance.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.5"", ""sent_index"": 30, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.5,31,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.5 | Skills: 1,3,5] Uses drawings and schematics to analyze and isolate malfunctions.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.5"", ""sent_index"": 31, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.5,32,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.5 | Skills: 1,3,5] Initiates Fuel Facility Sustainment, Restoration, and Modernization and Military Construction Projects to include project review, monitoring, and acceptance through DESC.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.5"", ""sent_index"": 32, ""skill_digits"": [""1"", ""3"", ""5""]}"
water-and-fuel-systems-maintenance-b9fb292c31,2.5,33,"[WATER AND FUEL SYSTEMS MAINTENANCE | Duty 2.5 | Skills: 1,3,5] Assists with installation, maintenance, and repair of Fuels Mobility Support Equipment (FMSE), Fuels Operational Readiness Capability Equipment (FORCE), and other contingency fueling assets.","{""doc_id"": ""water-and-fuel-systems-maintenance-b9fb292c31"", ""afsc_title"": ""WATER AND FUEL SYSTEMS MAINTENANCE"", ""afsc_codes"": [""3E473"", ""3E453"", ""3E433"", ""3E413""], ""ref"": ""2.5"", ""sent_index"": 33, ""skill_digits"": [""1"", ""3"", ""5""]}"
pest-management-8b36a47ecf,2.1,0,"[PEST MANAGEMENT | Duty 2.1 | Skills: 1,3,5] Performs integrated pest management functions.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.1"", ""sent_index"": 0, ""skill_digits"": [""1"", ""3"", ""5""]}"
pest-management-8b36a47ecf,2.1,1,"[PEST MANAGEMENT | Duty 2.1 | Skills: 1,3,5] Conducts pest management surveys.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.1"", ""sent_index"": 1, ""skill_digits"": [""1"", ""3"", ""5""]}"
pest-management-8b36a47ecf,2.1,2,"[PEST MANAGEMENT | Duty 2.1 | Skills: 3,5,7,9] Determines pest management actions needed to control and prevent infestations of plant and animal pests.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.1"", ""sent_index"": 2, ""skill_digits"": [""3"", ""5"", ""7"", ""9""]}"
pest-management-8b36a47ecf,2.1,3,"[PEST MANAGEMENT | Duty 2.1 | Skills: 5,7,9] Interacts and coordinates with medical activities to control health hazards.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.1"", ""sent_index"": 3, ""skill_digits"": [""5"", ""7"", ""9""]}"
pest-management-8b36a47ecf,2.1,4,"[PEST MANAGEMENT | Duty 2.1 | Skills: 1,3,5] Selects chemicals and operates pesticide dispersal equipment.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.1"", ""sent_index"": 4, ""skill_digits"": [""1"", ""3"", ""5""]}"
pest-management-8b36a47ecf,2.1,5,"[PEST MANAGEMENT | Duty 2.1 | Skills: 1,3,5] Provides maximum benefits consistent with environmental protection parameters.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.1"", ""sent_index"": 5, ""skill_digits"": [""1"", ""3"", ""5""]}"
pest-management-8b36a47ecf,2.1,6,"[PEST MANAGEMENT | Duty 2.1 | Skills: 1,3,5] Ensures compliance with applicable laws and directives.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.1"", ""sent_index"": 6, ""skill_digits"": [""1"", ""3"", ""5""]}"
pest-management-8b36a47ecf,2.2,7,"[PEST MANAGEMENT | Duty 2.2 | Skills: 1,3,5] Maintains tools, equipment, facilities, and storage areas.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.2"", ""sent_index"": 7, ""skill_digits"": [""1"", ""3"", ""5""]}"
pest-management-8b36a47ecf,2.2,8,"[PEST MANAGEMENT | Duty 2.2 | Skills: 1,3,5] Ensures correct use and maintenance of personal protective equipment and tools.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.2"", ""sent_index"": 8, ""skill_digits"": [""1"", ""3"", ""5""]}"
pest-management-8b36a47ecf,2.3,9,"[PEST MANAGEMENT | Duty 2.3 | Skills: 5,7,9] Plans and coordinates activities.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.3"", ""sent_index"": 9, ""skill_digits"": [""5"", ""7"", ""9""]}"
pest-management-8b36a47ecf,2.3,10,"[PEST MANAGEMENT | Duty 2.3 | Skills: 3,5,7,9] Evaluates proposed work, determines resource requirements, and prepares cost estimates.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.3"", ""sent_index"": 10, ""skill_digits"": [""3"", ""5"", ""7"", ""9""]}"
pest-management-8b36a47ecf,2.3,11,"[PEST MANAGEMENT | Duty 2.3 | Skills: 1,3,5] Identifies, budgets for, and acquires specialized equipment.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.3"", ""sent_index"": 11, ""skill_digits"": [""1"", ""3"", ""5""]}"
pest-management-8b36a47ecf,2.3,12,"[PEST MANAGEMENT | Duty 2.3 | Skills: 1,3,5] Inspects facilities and provides assistance to building managers on pest preventative and control practices.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.3"", ""sent_index"": 12, ""skill_digits"": [""1"", ""3"", ""5""]}"
pest-management-8b36a47ecf,2.3,13,"[PEST MANAGEMENT | Duty 2.3 | Skills: 1,3,5] Maintains historical databases and tracking systems.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.3"", ""sent_index"": 13, ""skill_digits"": [""1"", ""3"", ""5""]}"
pest-management-8b36a47ecf,2.4,14,"[PEST MANAGEMENT | Duty 2.4 | Skills: 1,3,5] Performs quality assurance and evaluation of contracted pest management functions.","{""doc_id"": ""pest-management-8b36a47ecf"", ""afsc_title"": ""PEST MANAGEMENT"", ""afsc_codes"": [""3E591"", ""3E571"", ""3E551"", ""3E531"", ""3E511""], ""ref"": ""2.4"", ""sent_index"": 14, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.1,0,"[ENGINEERING | Duty 2.1 | Skills: 1,3,5] Perform drafting duties.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.1"", ""sent_index"": 0, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.1,1,"[ENGINEERING | Duty 2.1 | Skills: 1,3,5] Interpret rough engineering sketches to produce working drawings using CAD/BIM techniques.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.1"", ""sent_index"": 1, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.1,2,"[ENGINEERING | Duty 2.1 | Skills: 1,3,5] Produce architectural, structural, civil, mechanical, and electrical drawings.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.1"", ""sent_index"": 2, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.1,3,"[ENGINEERING | Duty 2.1 | Skills: 5,7,9] Update Base Comprehensive Plans (BCP) and maintain record drawings.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.1"", ""sent_index"": 3, ""skill_digits"": [""5"", ""7"", ""9""]}"
engineering-f827cbefc4,2.1,4,"[ENGINEERING | Duty 2.1 | Skills: 1,3,5] Plot and reproduce drawings.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.1"", ""sent_index"": 4, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.2,5,"[ENGINEERING | Duty 2.2 | Skills: 1,3,5] Perform surveying duties.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.2"", ""sent_index"": 5, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.2,6,"[ENGINEERING | Duty 2.2 | Skills: 1,3,5] Conduct reconnaissance, site location, construction, and mapping surveys.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.2"", ""sent_index"": 6, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.2,7,"[ENGINEERING | Duty 2.2 | Skills: 1,3,5] Utilize auto-levels, electronic total stations, resource and survey grade GPS equipment and related instruments to complete surveys.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.2"", ""sent_index"": 7, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.2,8,"[ENGINEERING | Duty 2.2 | Skills: 1,3,5] Collect, convert, and present field survey data for civil engineering projects.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.2"", ""sent_index"": 8, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.3,9,"[ENGINEERING | Duty 2.3 | Skills: 1,3,5] Perform GIS duties.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.3"", ""sent_index"": 9, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.3,10,"[ENGINEERING | Duty 2.3 | Skills: 1,3,5] Produce installation maps using a GIS interface.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.3"", ""sent_index"": 10, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.3,11,"[ENGINEERING | Duty 2.3 | Skills: 1,3,5] Create and maintain spatial, tabular and metadata to national standards.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.3"", ""sent_index"": 11, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.3,12,"[ENGINEERING | Duty 2.3 | Skills: 1,3,5] Combine disparate datasets from various organizations, with various projections and precisions.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.3"", ""sent_index"": 12, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.3,13,"[ENGINEERING | Duty 2.3 | Skills: 1,3,5] Query and analyze geospatial data for end-user applications.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.3"", ""sent_index"": 13, ""skill_digits"": [""1"", ""3"", ""5""]}"
engineering-f827cbefc4,2.4,14,"[ENGINEERING | Duty 2.4 | Skills: 1,3,5] Perform contract management duties.","{""doc_id"": ""engineering-f827cbefc4"", ""afsc_title"": ""ENGINEERING"", ""afsc_codes"": [""3E691"", ""3E671"", ""3E651"", ""3E631"", ""3E611""], ""ref"": ""2.4"", ""sent_index"": 14, ""skill_digits"": [""1"", ""3"", ""5""]}"
